area_type_code,area_code,area_text,state
F,CN5119100000000,Washington County,VA
F,CN5119300000000,Westmoreland County,VA
F,CN5119500000000,Wise County,VA
F,CN5119700000000,Wythe County,VA
F,CN5119900000000,York County,VA
F,CN5151000000000,Alexandria city,VA
F,CN5152000000000,Bristol city,VA
F,CN5153000000000,Buena Vista city,VA
F,CN5154000000000,Charlottesville city,VA
F,CN5155000000000,Chesapeake city,VA
F,CN5157000000000,Colonial Heights city,VA
F,CN5158000000000,Covington city,VA
F,CN5159000000000,Danville city,VA
F,CN5159500000000,Emporia city,VA
F,CN5160000000000,Fairfax city,VA
F,CN5161000000000,Falls Church city,VA
F,CN5162000000000,Franklin city,VA
F,CN5163000000000,Fredericksburg city,VA
F,CN5164000000000,Galax city,VA
F,CN5165000000000,Hampton city,VA
F,CN5166000000000,Harrisonburg city,VA
F,CN5167000000000,Hopewell city,VA
F,CN5167800000000,Lexington city,VA
F,CN5168000000000,Lynchburg city,VA
F,CN5168300000000,Manassas city,VA
F,CN5168500000000,Manassas Park city,VA
F,CN5169000000000,Martinsville city,VA
F,CN5170000000000,Newport News city,VA
F,CN5171000000000,Norfolk city,VA
F,CN5172000000000,Norton city,VA
F,CN5173000000000,Petersburg city,VA
F,CN5173500000000,Poquoson city,VA
F,CN5174000000000,Portsmouth city,VA
F,CN5175000000000,Radford city,VA
F,CN5176000000000,Richmond city,VA
F,CN5177000000000,Roanoke city,VA
F,CN5177500000000,Salem city,VA
F,CN5179000000000,Staunton city,VA
F,CN5180000000000,Suffolk city,VA
F,CN5181000000000,Virginia Beach city,VA
F,CN5182000000000,Waynesboro city,VA
F,CN5183000000000,Williamsburg city,VA
F,CN5184000000000,Winchester city,VA
F,CN5300100000000,Adams County,WA
F,CN5300300000000,Asotin County,WA
F,CN5300500000000,Benton County,WA
F,CN5300700000000,Chelan County,WA
F,CN5300900000000,Clallam County,WA
F,CN5301100000000,Clark County,WA
F,CN5301300000000,Columbia County,WA
F,CN5301500000000,Cowlitz County,WA
F,CN5301700000000,Douglas County,WA
F,CN5301900000000,Ferry County,WA
F,CN5302100000000,Franklin County,WA
F,CN5302300000000,Garfield County,WA
F,CN5302500000000,Grant County,WA
F,CN5302700000000,Grays Harbor County,WA
F,CN5302900000000,Island County,WA
F,CN5303100000000,Jefferson County,WA
F,CN5303300000000,King County,WA
F,CN5303500000000,Kitsap County,WA
F,CN5303700000000,Kittitas County,WA
F,CN5303900000000,Klickitat County,WA
F,CN5304100000000,Lewis County,WA
F,CN5304300000000,Lincoln County,WA
F,CN5304500000000,Mason County,WA
F,CN5304700000000,Okanogan County,WA
F,CN5304900000000,Pacific County,WA
F,CN5305100000000,Pend Oreille County,WA
F,CN5305300000000,Pierce County,WA
F,CN5305500000000,San Juan County,WA
F,CN5305700000000,Skagit County,WA
F,CN5305900000000,Skamania County,WA
F,CN5306100000000,Snohomish County,WA
F,CN5306300000000,Spokane County,WA
F,CN5306500000000,Stevens County,WA
F,CN5306700000000,Thurston County,WA
F,CN5306900000000,Wahkiakum County,WA
F,CN5307100000000,Walla Walla County,WA
F,CN5307300000000,Whatcom County,WA
F,CN5307500000000,Whitman County,WA
F,CN5307700000000,Yakima County,WA
F,CN5400100000000,Barbour County,WV
F,CN5400300000000,Berkeley County,WV
F,CN5400500000000,Boone County,WV
F,CN5400700000000,Braxton County,WV
F,CN5400900000000,Brooke County,WV
F,CN5401100000000,Cabell County,WV
F,CN5401300000000,Calhoun County,WV
F,CN5401500000000,Clay County,WV
F,CN5401700000000,Doddridge County,WV
F,CN5401900000000,Fayette County,WV
F,CN5402100000000,Gilmer County,WV
F,CN5402300000000,Grant County,WV
F,CN5402500000000,Greenbrier County,WV
F,CN5402700000000,Hampshire County,WV
F,CN5402900000000,Hancock County,WV
F,CN5403100000000,Hardy County,WV
F,CN5403300000000,Harrison County,WV
F,CN5403500000000,Jackson County,WV
F,CN5403700000000,Jefferson County,WV
F,CN5403900000000,Kanawha County,WV
F,CN5404100000000,Lewis County,WV
F,CN5404300000000,Lincoln County,WV
F,CN5404500000000,Logan County,WV
F,CN5404700000000,McDowell County,WV
F,CN5404900000000,Marion County,WV
F,CN5405100000000,Marshall County,WV
F,CN5405300000000,Mason County,WV
F,CN5405500000000,Mercer County,WV
F,CN5405700000000,Mineral County,WV
F,CN5405900000000,Mingo County,WV
F,CN5406100000000,Monongalia County,WV
F,CN5406300000000,Monroe County,WV
F,CN5406500000000,Morgan County,WV
F,CN5406700000000,Nicholas County,WV
F,CN5406900000000,Ohio County,WV
F,CN5407100000000,Pendleton County,WV
F,CN5407300000000,Pleasants County,WV
F,CN5407500000000,Pocahontas County,WV
F,CN5407700000000,Preston County,WV
F,CN5407900000000,Putnam County,WV
F,CN5408100000000,Raleigh County,WV
F,CN5408300000000,Randolph County,WV
F,CN5408500000000,Ritchie County,WV
F,CN5408700000000,Roane County,WV
F,CN5408900000000,Summers County,WV
F,CN5409100000000,Taylor County,WV
F,CN5409300000000,Tucker County,WV
F,CN5409500000000,Tyler County,WV
F,CN5409700000000,Upshur County,WV
F,CN5409900000000,Wayne County,WV
F,CN5410100000000,Webster County,WV
F,CN5410300000000,Wetzel County,WV
F,CN5410500000000,Wirt County,WV
F,CN5410700000000,Wood County,WV
F,CN5410900000000,Wyoming County,WV
F,CN5500100000000,Adams County,WI
F,CN5500300000000,Ashland County,WI
F,CN5500500000000,Barron County,WI
F,CN5500700000000,Bayfield County,WI
F,CN5500900000000,Brown County,WI
F,CN5501100000000,Buffalo County,WI
F,CN5501300000000,Burnett County,WI
F,CN5501500000000,Calumet County,WI
F,CN5501700000000,Chippewa County,WI
F,CN5501900000000,Clark County,WI
F,CN5502100000000,Columbia County,WI
F,CN5502300000000,Crawford County,WI
F,CN5502500000000,Dane County,WI
F,CN5502700000000,Dodge County,WI
F,CN5502900000000,Door County,WI
F,CN5503100000000,Douglas County,WI
F,CN5503300000000,Dunn County,WI
F,CN5503500000000,Eau Claire County,WI
F,CN5503700000000,Florence County,WI
F,CN5503900000000,Fond du Lac County,WI
F,CN5504100000000,Forest County,WI
F,CN5504300000000,Grant County,WI
F,CN5504500000000,Green County,WI
F,CN5504700000000,Green Lake County,WI
F,CN5504900000000,Iowa County,WI
F,CN5505100000000,Iron County,WI
F,CN5505300000000,Jackson County,WI
F,CN5505500000000,Jefferson County,WI
F,CN5505700000000,Juneau County,WI
F,CN5505900000000,Kenosha County,WI
F,CN5506100000000,Kewaunee County,WI
F,CN5506300000000,La Crosse County,WI
F,CN5506500000000,Lafayette County,WI
F,CN5506700000000,Langlade County,WI
F,CN5506900000000,Lincoln County,WI
F,CN5507100000000,Manitowoc County,WI
F,CN5507300000000,Marathon County,WI
F,CN5507500000000,Marinette County,WI
F,CN5507700000000,Marquette County,WI
F,CN5507800000000,Menominee County,WI
F,CN5507900000000,Milwaukee County,WI
F,CN5508100000000,Monroe County,WI
F,CN5508300000000,Oconto County,WI
F,CN5508500000000,Oneida County,WI
F,CN5508700000000,Outagamie County,WI
F,CN5508900000000,Ozaukee County,WI
F,CN5509100000000,Pepin County,WI
F,CN5509300000000,Pierce County,WI
F,CN5509500000000,Polk County,WI
F,CN5509700000000,Portage County,WI
F,CN5509900000000,Price County,WI
F,CN5510100000000,Racine County,WI
F,CN5510300000000,Richland County,WI
F,CN5510500000000,Rock County,WI
F,CN5510700000000,Rusk County,WI
F,CN5510900000000,St. Croix County,WI
F,CN5511100000000,Sauk County,WI
F,CN5511300000000,Sawyer County,WI
F,CN5511500000000,Shawano County,WI
F,CN5511700000000,Sheboygan County,WI
F,CN5511900000000,Taylor County,WI
F,CN5512100000000,Trempealeau County,WI
F,CN5512300000000,Vernon County,WI
F,CN5512500000000,Vilas County,WI
F,CN5512700000000,Walworth County,WI
F,CN5512900000000,Washburn County,WI
F,CN5513100000000,Washington County,WI
F,CN5513300000000,Waukesha County,WI
F,CN5513500000000,Waupaca County,WI
F,CN5513700000000,Waushara County,WI
F,CN5513900000000,Winnebago County,WI
F,CN5514100000000,Wood County,WI
F,CN5600100000000,Albany County,WY
F,CN5600300000000,Big Horn County,WY
F,CN5600500000000,Campbell County,WY
F,CN5600700000000,Carbon County,WY
F,CN5600900000000,Converse County,WY
F,CN5601100000000,Crook County,WY
F,CN5601300000000,Fremont County,WY
F,CN5601500000000,Goshen County,WY
F,CN5601700000000,Hot Springs County,WY
F,CN5601900000000,Johnson County,WY
F,CN5602100000000,Laramie County,WY
F,CN5602300000000,Lincoln County,WY
F,CN5602500000000,Natrona County,WY
F,CN5602700000000,Niobrara County,WY
F,CN5602900000000,Park County,WY
F,CN5603100000000,Platte County,WY
F,CN5603300000000,Sheridan County,WY
F,CN5603500000000,Sublette County,WY
F,CN5603700000000,Sweetwater County,WY
F,CN5603900000000,Teton County,WY
F,CN5604100000000,Uinta County,WY
F,CN5604300000000,Washakie County,WY
F,CN5604500000000,Weston County,WY
